metric,value
lr_accuracy,0.9333333333333333
rf_accuracy,0.8888888888888888
lr_training_time,0.015209436416625977
rf_training_time,0.1164100170135498
lr_prediction_time,0.0008068084716796875
rf_prediction_time,0.004102945327758789
lr_parameters,7.0
rf_parameters,127400.0
training_speedup,7.65380214130077
prediction_speedup,5.085401891252955
parameter_reduction_percent,99.99450549450549
accuracy_retention_percent,105.0
